study_id,treatment,replicate,time_hours,time_days,source_day_label,source_reported_time_days,temperature_c,carbon_material,process_temperature_c,dose_g_l,raw_cumulative_methane_ml,blank_mean_cumulative_methane_ml,methane_ml_g_vs,included_in_benchmark,exclusion_reason,data_origin,source_doi
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,1,68,2.83333333,3,0.70833333,37,hydrochar,240,5.0,1090.80000000,278.10000000,183.63643306,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,2,68,2.83333333,3,0.70833333,37,hydrochar,240,5.0,1106.90000000,278.10000000,187.27436412,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,3,68,2.83333333,3,0.70833333,37,hydrochar,240,5.0,1105.20000000,278.10000000,186.89023476,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,1,69,2.87500000,3,0.71875000,37,none,,0.0,1121.70000000,280.20000000,190.14403645,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,2,69,2.87500000,3,0.71875000,37,none,,0.0,1105.20000000,280.20000000,186.41572201,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,3,69,2.87500000,3,0.71875000,37,none,,0.0,1096.50000000,280.20000000,184.44988349,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,1,69,2.87500000,3,0.71875000,37,torrefaction_product,240,5.0,1137.00000000,280.20000000,193.60120075,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,2,69,2.87500000,3,0.71875000,37,torrefaction_product,240,5.0,97.70000000,280.20000000,-41.23741729,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,3,69,2.87500000,3,0.71875000,37,torrefaction_product,240,5.0,1135.80000000,280.20000000,193.33005061,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,1,69,2.87500000,3,0.71875000,37,biochar,600,5.0,1036.10000000,280.20000000,170.80199305,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,2,69,2.87500000,3,0.71875000,37,biochar,600,5.0,1032.10000000,280.20000000,169.89815925,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,3,69,2.87500000,3,0.71875000,37,biochar,600,5.0,790.30000000,280.20000000,115.26140581,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,1,69,2.87500000,3,0.71875000,37,hydrochar,240,5.0,1104.80000000,280.20000000,186.32533863,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,2,69,2.87500000,3,0.71875000,37,hydrochar,240,5.0,1120.20000000,280.20000000,189.80509877,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,3,69,2.87500000,3,0.71875000,37,hydrochar,240,5.0,1119.10000000,280.20000000,189.55654448,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,1,70,2.91666667,3,0.72916667,37,none,,0.0,1135.50000000,282.23333333,192.80281422,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,2,70,2.91666667,3,0.72916667,37,none,,0.0,1118.60000000,282.23333333,188.98411640,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,3,70,2.91666667,3,0.72916667,37,none,,0.0,1109.80000000,282.23333333,186.99568203,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,1,70,2.91666667,3,0.72916667,37,torrefaction_product,240,5.0,1150.80000000,282.23333333,196.25997852,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,2,70,2.91666667,3,0.72916667,37,torrefaction_product,240,5.0,98.70000000,282.23333333,-41.47090769,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,3,70,2.91666667,3,0.72916667,37,torrefaction_product,240,5.0,1149.40000000,282.23333333,195.94363669,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,1,70,2.91666667,3,0.72916667,37,biochar,600,5.0,1049.00000000,282.23333333,173.25740822,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,2,70,2.91666667,3,0.72916667,37,biochar,600,5.0,1044.80000000,282.23333333,172.30838272,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,3,70,2.91666667,3,0.72916667,37,biochar,600,5.0,802.90000000,282.23333333,117.64903345,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,1,70,2.91666667,3,0.72916667,37,hydrochar,240,5.0,1118.50000000,282.23333333,188.96152056,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,2,70,2.91666667,3,0.72916667,37,hydrochar,240,5.0,1133.70000000,282.23333333,192.39608901,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,3,70,2.91666667,3,0.72916667,37,hydrochar,240,5.0,1133.10000000,282.23333333,192.26051394,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,1,71,2.95833333,3,0.73958333,37,none,,0.0,1149.10000000,284.33333333,195.40133641,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,2,71,2.95833333,3,0.73958333,37,none,,0.0,1132.00000000,284.33333333,191.53744690,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,3,71,2.95833333,3,0.73958333,37,none,,0.0,1123.30000000,284.33333333,189.57160837,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,1,71,2.95833333,3,0.73958333,37,torrefaction_product,240,5.0,1164.50000000,284.33333333,198.88109655,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,2,71,2.95833333,3,0.73958333,37,torrefaction_product,240,5.0,99.70000000,284.33333333,-41.71946199,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,3,71,2.95833333,3,0.73958333,37,torrefaction_product,240,5.0,1163.20000000,284.33333333,198.58735056,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,1,71,2.95833333,3,0.73958333,37,biochar,600,5.0,1061.60000000,284.33333333,175.62997195,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,2,71,2.95833333,3,0.73958333,37,biochar,600,5.0,1057.70000000,284.33333333,174.74873399,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,3,71,2.95833333,3,0.73958333,37,biochar,600,5.0,815.20000000,284.33333333,119.95380964,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,1,71,2.95833333,3,0.73958333,37,hydrochar,240,5.0,1132.00000000,284.33333333,191.53744690,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,2,71,2.95833333,3,0.73958333,37,hydrochar,240,5.0,1147.30000000,284.33333333,194.99461119,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,3,71,2.95833333,3,0.73958333,37,hydrochar,240,5.0,1146.40000000,284.33333333,194.79124859,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,1,72,3.00000000,3,0.75000000,37,none,,0.0,1162.60000000,286.46666667,197.96973080,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,2,72,3.00000000,3,0.75000000,37,none,,0.0,1145.50000000,286.46666667,194.10584129,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,3,72,3.00000000,3,0.75000000,37,none,,0.0,1136.90000000,286.46666667,192.16259861,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,1,72,3.00000000,3,0.75000000,37,torrefaction_product,240,5.0,1178.00000000,286.46666667,201.44949094,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,2,72,3.00000000,3,0.75000000,37,torrefaction_product,240,5.0,100.60000000,286.46666667,-41.99814408,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,3,72,3.00000000,3,0.75000000,37,torrefaction_product,240,5.0,1176.60000000,286.46666667,201.13314911,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,1,72,3.00000000,3,0.75000000,37,biochar,600,5.0,1074.50000000,286.46666667,178.06279127,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,2,72,3.00000000,3,0.75000000,37,biochar,600,5.0,1070.30000000,286.46666667,177.11376578,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,3,72,3.00000000,3,0.75000000,37,biochar,600,5.0,827.70000000,286.46666667,122.29624559,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,1,72,3.00000000,3,0.75000000,37,hydrochar,240,5.0,1145.50000000,286.46666667,194.10584129,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,2,72,3.00000000,3,0.75000000,37,hydrochar,240,5.0,1160.60000000,286.46666667,197.51781390,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,3,72,3.00000000,3,0.75000000,37,hydrochar,240,5.0,1160.40000000,286.46666667,197.47262221,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,1,73,3.04166667,4,0.76041667,37,none,,0.0,1176.30000000,288.73333333,200.55318909,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,2,73,3.04166667,4,0.76041667,37,none,,0.0,1158.80000000,288.73333333,196.59891620,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,3,73,3.04166667,4,0.76041667,37,none,,0.0,1150.20000000,288.73333333,194.65567352,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,1,73,3.04166667,4,0.76041667,37,torrefaction_product,240,5.0,1191.90000000,288.73333333,204.07814092,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,2,73,3.04166667,4,0.76041667,37,torrefaction_product,240,5.0,101.60000000,288.73333333,-42.28435812,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,3,73,3.04166667,4,0.76041667,37,torrefaction_product,240,5.0,1190.20000000,288.73333333,203.69401156,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,1,73,3.04166667,4,0.76041667,37,biochar,600,5.0,1087.40000000,288.73333333,180.46548280,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,2,73,3.04166667,4,0.76041667,37,biochar,600,5.0,1083.10000000,288.73333333,179.49386146,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,3,73,3.04166667,4,0.76041667,37,biochar,600,5.0,840.00000000,288.73333333,124.56336204,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,1,73,3.04166667,4,0.76041667,37,hydrochar,240,5.0,1159.00000000,288.73333333,196.64410789,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,2,73,3.04166667,4,0.76041667,37,hydrochar,240,5.0,1174.00000000,288.73333333,200.03348465,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,3,73,3.04166667,4,0.76041667,37,hydrochar,240,5.0,1174.10000000,288.73333333,200.05608050,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,1,74,3.08333333,4,0.77083333,37,none,,0.0,1189.70000000,290.96666667,203.07639179,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,2,74,3.08333333,4,0.77083333,37,none,,0.0,1172.40000000,290.96666667,199.16731059,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,3,74,3.08333333,4,0.77083333,37,none,,0.0,1163.80000000,290.96666667,197.22406791,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,1,74,3.08333333,4,0.77083333,37,torrefaction_product,240,5.0,1205.30000000,290.96666667,206.60134362,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,2,74,3.08333333,4,0.77083333,37,torrefaction_product,240,5.0,102.70000000,290.96666667,-42.54044436,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,3,74,3.08333333,4,0.77083333,37,torrefaction_product,240,5.0,1203.70000000,290.96666667,206.23981010,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,1,74,3.08333333,4,0.77083333,37,biochar,600,5.0,1100.30000000,290.96666667,182.87570628,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,2,74,3.08333333,4,0.77083333,37,biochar,600,5.0,1095.70000000,290.96666667,181.83629740,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,3,74,3.08333333,4,0.77083333,37,biochar,600,5.0,852.60000000,290.96666667,126.90579798,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,1,74,3.08333333,4,0.77083333,37,hydrochar,240,5.0,1172.90000000,290.96666667,199.28028981,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,2,74,3.08333333,4,0.77083333,37,hydrochar,240,5.0,1187.20000000,290.96666667,202.51149566,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,3,74,3.08333333,4,0.77083333,37,hydrochar,240,5.0,1187.70000000,290.96666667,202.62447489,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,1,75,3.12500000,4,0.78125000,37,none,,0.0,1203.10000000,293.23333333,205.59206254,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,2,75,3.12500000,4,0.78125000,37,none,,0.0,1185.40000000,293.23333333,201.59259796,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,3,75,3.12500000,4,0.78125000,37,none,,0.0,1176.80000000,293.23333333,199.64935528,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,1,75,3.12500000,4,0.78125000,37,torrefaction_product,240,5.0,1219.00000000,293.23333333,209.18480191,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,2,75,3.12500000,4,0.78125000,37,torrefaction_product,240,5.0,106.50000000,293.23333333,-42.19397473,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,3,75,3.12500000,4,0.78125000,37,torrefaction_product,240,5.0,1217.20000000,293.23333333,208.77807670,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,1,75,3.12500000,4,0.78125000,37,biochar,600,5.0,1113.50000000,293.23333333,185.34618534,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,2,75,3.12500000,4,0.78125000,37,biochar,600,5.0,1108.60000000,293.23333333,184.23898893,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,3,75,3.12500000,4,0.78125000,37,biochar,600,5.0,865.30000000,293.23333333,129.26329782,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,1,75,3.12500000,4,0.78125000,37,hydrochar,240,5.0,1186.00000000,293.23333333,201.72817303,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,2,75,3.12500000,4,0.78125000,37,hydrochar,240,5.0,1200.50000000,293.23333333,205.00457057,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,3,75,3.12500000,4,0.78125000,37,hydrochar,240,5.0,1201.80000000,293.23333333,205.29831656,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,1,76,3.16666667,4,0.79166667,37,none,,0.0,1216.30000000,295.33333333,208.10020135,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,2,76,3.16666667,4,0.79166667,37,none,,0.0,1198.60000000,295.33333333,204.10073677,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,3,76,3.16666667,4,0.79166667,37,none,,0.0,1190.00000000,295.33333333,202.15749409,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,1,76,3.16666667,4,0.79166667,37,torrefaction_product,240,5.0,1232.80000000,295.33333333,211.82851579,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,2,76,3.16666667,4,0.79166667,37,torrefaction_product,240,5.0,110.30000000,295.33333333,-41.80984537,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,3,76,3.16666667,4,0.79166667,37,torrefaction_product,240,5.0,1230.70000000,295.33333333,211.35400304,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,1,76,3.16666667,4,0.79166667,37,biochar,600,5.0,1126.10000000,295.33333333,187.71874908,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,2,76,3.16666667,4,0.79166667,37,biochar,600,5.0,1121.80000000,295.33333333,186.74712774,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,3,76,3.16666667,4,0.79166667,37,biochar,600,5.0,877.90000000,295.33333333,131.63586156,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,1,76,3.16666667,4,0.79166667,37,hydrochar,240,5.0,1199.50000000,295.33333333,204.30409937,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,2,76,3.16666667,4,0.79166667,37,hydrochar,240,5.0,1213.80000000,295.33333333,207.53530522,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,3,76,3.16666667,4,0.79166667,37,hydrochar,240,5.0,1215.30000000,295.33333333,207.87424290,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,1,77,3.20833333,4,0.80208333,37,none,,0.0,1229.20000000,297.30000000,210.57068041,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,2,77,3.20833333,4,0.80208333,37,none,,0.0,1211.50000000,297.30000000,206.57121583,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,3,77,3.20833333,4,0.80208333,37,none,,0.0,1202.90000000,297.30000000,204.62797315,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,1,77,3.20833333,4,0.80208333,37,torrefaction_product,240,5.0,1245.50000000,297.30000000,214.25380316,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,2,77,3.20833333,4,0.80208333,37,torrefaction_product,240,5.0,121.90000000,297.30000000,-39.63311229,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,3,77,3.20833333,4,0.80208333,37,torrefaction_product,240,5.0,1243.70000000,297.30000000,213.84707795,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,1,77,3.20833333,4,0.80208333,37,biochar,600,5.0,1138.90000000,297.30000000,190.16663229,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,2,77,3.20833333,4,0.80208333,37,biochar,600,5.0,1134.40000000,297.30000000,189.14981926,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,3,77,3.20833333,4,0.80208333,37,biochar,600,5.0,890.20000000,297.30000000,133.97076555,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,1,77,3.20833333,4,0.80208333,37,hydrochar,240,5.0,1212.20000000,297.30000000,206.72938675,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,2,77,3.20833333,4,0.80208333,37,hydrochar,240,5.0,1227.10000000,297.30000000,210.09616766,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,3,77,3.20833333,4,0.80208333,37,hydrochar,240,5.0,1228.70000000,297.30000000,210.45770119,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,1,78,3.25000000,4,0.81250000,37,none,,0.0,1241.90000000,299.30000000,212.98843584,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,2,78,3.25000000,4,0.81250000,37,none,,0.0,1224.40000000,299.30000000,209.03416295,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste,3,78,3.25000000,4,0.81250000,37,none,,0.0,1215.80000000,299.30000000,207.09092027,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,1,78,3.25000000,4,0.81250000,37,torrefaction_product,240,5.0,1258.70000000,299.30000000,216.78453781,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,2,78,3.25000000,4,0.81250000,37,torrefaction_product,240,5.0,134.70000000,299.30000000,-37.19276102,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_torrefaction_240c,3,78,3.25000000,4,0.81250000,37,torrefaction_product,240,5.0,1257.00000000,299.30000000,216.40040845,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,1,78,3.25000000,4,0.81250000,37,biochar,600,5.0,1151.00000000,299.30000000,192.44881265,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,2,78,3.25000000,4,0.81250000,37,biochar,600,5.0,1147.00000000,299.30000000,191.54497884,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_pyrolysis_600c,3,78,3.25000000,4,0.81250000,37,biochar,600,5.0,902.40000000,299.30000000,136.27554175,false,excluded_from_publisher_mean; inconsistent_raw_signal,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,1,78,3.25000000,4,0.81250000,37,hydrochar,240,5.0,1225.30000000,299.30000000,209.23752555,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,2,78,3.25000000,4,0.81250000,37,hydrochar,240,5.0,1239.80000000,299.30000000,212.51392309,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
kozlowski_2025_scientific_reports,food_waste_hydrochar_240c,3,78,3.25000000,4,0.81250000,37,hydrochar,240,5.0,1242.00000000,299.30000000,213.01103168,true,,experimental_publisher_supplement,10.1038/s41598-025-02564-0
