source_id,publication_state,raw_reactor_data_received,redistribution_permission,public_numeric_data_committed,repository_state,last_reviewed
garcia_prats_2025,full_paper_under_revision,false,not_documented,false,metadata_only_waiting_for_raw_data,2026-09-02
